title,rating,text,url
More than just a movie,10/10,"Inception is a beautiful and unpredictable masterpiece directed by my favorite director, Christopher Nolan. Inception is an epic, intellectual, and thought-provoking action film with an ensemble cast featuring acknowledged actors such as Oscar-winner Michael Caine and Oscar-nominated Leonardo DiCaprio, Ken Watanabe, and Tom Hardy. The movie was released in 2010 but is still widely talked about to this day.Leonardo DiCaprio plays a professional thief who steals information by infiltrating the subconscious of his targets. This makes him one of the most wanted men in the world of espionage. They call him the idea extractor, but this time he is trying something completely different. He is going to plant an idea in the subconscious of the target, not extracting information.I love the concept of this movie. Dreams are a complex subject that we know very little about. A few years ago, I was introduced to the idea of lucid dreaming, and I practice it from time to time. I have a huge interest in dreams and Inception depicts dreaming like no other movie I have ever seen.The actors give exceptional performances. The most complex and incredibly played character is that of Leonardo DiCaprio. He never turns in a bad performance. I think Inception is an underrated work of his.All characters in this movie fill a purpose and they are great. Some people don't like the fact that Ariadne (Elliot Page) only exists to ask questions. I do not mind this. I think it's a clever and effective way to introduce the audience to the complex concepts and ideas of Inception.One of the biggest critiques Christopher Nolan gets is that his movies lack emotion. I have however never found this to be a problem. I prefer action-driven movies over character-driven movies. I believe that a rather cold main character works perfectly fine in a movie like Inception. I watch Inception because I love the plot and the action. I watch Inception because I want to experience something else. Something truly epic. I don't watch inception to cry.I would also argue that Inception is not quite as emotionless as some people say. The movie has got enough heart to make the viewer sympathize with the characters and that is enough in my opinion. Inception is however a big improvement in this department. Tom Hardy's character is a great addition to this movie. The film becomes significantly more playful and doesn't take itself quite as seriously as Nolan's earlier work, without taking away from its weight.There are many reasons why I love Christopher Nolan. His movies are always thought-provoking and sometimes hard to understand, but still very interesting. His movies are almost better on a second viewing because there is always something new to discover.I am not the biggest fan of sci-fi movies, but Inception is an exception (exception not inception LOL). Despite some concepts being very surrealistic, Inception is still grounded. I think the practical effects, sets, and stunts play a big part in this. Christopher Nolan likes to use as little computer-generated imagery as humanly possible. Everything you see in Inception is real. That's what separates Inception and Nolan's other work from many other science-fiction films.Not only do practical effects look more real, but it helps the actors to give better performances. It's way harder to act in front of a green screen than to act in a spinning hallway. It also makes the movie timeless. Computer-generated imagery is improved every year and does not age quite as well as a great practical effect.Hans Zimmer is without a doubt one of the greatest composers of all time. ""Time"" is one of the greatest pieces of music ever created for a motion picture. The score conveys an epic and adventurous atmosphere. The music elevates the suspense and makes the movie twice as good.One aspect which I like about the movie is the way it flows. The pacing is great, and I was always entertained. Nolan likes to use the practice known as ""in media res"" (or as a friend of mine likes to call it: Pulp Fiction). It's used as a literary term to describe when a story opens with the character already in the middle of things - whether it be a high-speed car chase, or a man being washed up on the beach. This narrative technique is a great way to capture the audience's attention. As DiCaprio's character explains in the movie, dreams always start amid things. This movie uses this practice very well. We always skip the non-important and boring stuff and get straight to the action. Everything is still explained and well set up, but we skip the boring stuff which we do not need.The opening sequence is breathtaking. It features some great stunts and action and it's truly mind-boggling. It was love at first sight. It captures the attention of the viewer and sets the bar high for the rest of the film. A lot of concepts are introduced in this sequence, and it is very well done. Also, I love the song ""Dream is collapsing"".Inception is a beautiful movie. The cinematography and the special and visual effects are great. I think miniatures are a great tool to use in moviemaking. Miniatures have this reality that digital effects haven't gotten to yet. It's incredibly hard using CG to recreate complicated actions like explosions and falling buildings. A great example of the use of miniatures is the explosion of the James Bond-like base in the snowy mountains.Some people argue that Nolan doesn't know how to choreograph a great hand-to-hand combat scene. I understand this argument, but I do not believe this applies to Inception. There are few hand-to-hand combat scenes in this movie and one of which is executed perfectly. The hallway scene with Joseph Gordon-Levitt. Nolan's fight scenes sometimes lack innovative fight choreography, but they succeed in other aspects. Nolan would rather have the audience remember the significance and meaning of the fight, rather than the fight itself. I think that the fight choreography itself isn't great in the hallway scene, but it doesn't take away from the scene. Other crazy things are happening.The movie is regarded for its praiseworthy editing, even though it wasn't even nominated for the Best Film Editing award in the Academy Awards 2010. The biggest task was to portray the complexity of dreams within dreams, but it was done elegantly. Inception uses a lot of parallel editing, cutting from high-speed chases to slow-motion sequences. If it weren't for the editor, the film would have come out as a complete mess. The movie flows and it's edited in a way to always keep the audience on their toes.Many people find this movie very complex and sometimes hard to understand but I love it. I love to be challenged by a film. The ending of Inception is iconic and remains one of the best movie endings of all time. DiCaprio's character (A. K. A Cobb) spins his totem but then he sees his children. He doesn't wait for the totem to stop spinning, he walks over to his children and Inception cuts away before the audience discovers the truth.The ending has been discussed every year since the release of the movie. Cobb doesn't care whether he is dreaming or awake. Throughout Inception, Nolan presents two very different planes of existence: the real world and the dream world. The final scene is intended to blur those lines - Cobb's reality is whatever he chooses. This begs the question: does it matter which reality he chooses to live in? It's a question I find very intriguing and interesting.There are other hidden meanings in Inception. For inception to work, the subject must believe that the idea is his/her own. Inception is something we experience daily by the news, the internet, and television. We are constantly fed with opinions and ideas and sometimes they stick. I'm not educated enough to talk further about this subject, but it's just food for thought.My review doesn't do this movie justice. This movie is ineffable. Inception was the film that made me fall in love with cinema. I have tried hard to explain how great I think this movie is but there is still so much more to be said. Inception is too great to be expressed in words. Inception is a movie not to be missed. It's a masterpiece worth every second of your time. I was blown away the first time I watched it. I could never take my eyes off it and when the credits rolled, my jaw dropped, and I could do nothing but stand up and applaud. My mind was blown away.",https://www.imdb.com/review/rw7498890/?ref_=tturv_perm_50
"Very entertaining, but NOT some influential masterpiece!",8/10,"Acclaimed director Christopher Nolan scores with the general movie-going audience once again with his highly anticipated film INCEPTION (2010). The hook for this film is it's exploration into the concept and idea of ""dreams"". Frankly, my immediate response when I saw this film was that the it's definition of dreams seems to be more based on NOLAN's interpretation and not the general consensus! Some of it sounded correct, while some of it sounded like mumbo jumbo! At the same time, Nolan essentially executes the dream aspects of the movie within his own set of rules and more or less does not violate them, which is actually part of the problem. In the big picture, I don't think dreams work the way this movie portrays them.INCEPTION stars Leonardo DiCaprio as dream expert extractor Cobb. DiCaprio gives a passable performance, but it's not anything mesmerizing or Oscar-caliber. Frankly, I think that this actor is probably the most overrated major star of the last decade. It's partially that he's a victim of his eternal youthful look, so it makes it hard to take him seriously in these ""adult"" roles; I feel like he's being forced upon me as a star, rather than truly being one! Unlike when he was a teen actor in the early to mid 90s, I don't find him very engaging as an adult actor. He simply doesn't draw me in. And, actually, in this movie, I was more engaged by the other ensemble's performances more than his. He felt like a 5th wheel, especially since it was his character that was actually an impediment to the mission succeeding.The real acting standouts in the film for me were Cillian Murphy and former Best Actress Oscar winner Marion Cotillard. Murphy plays the team's target Robert Fischer, whose billionaire industrialist father had recently died, so Cobb's team was on an assignment, paid by Fischer's main competitor Saito (a solid Ken Watanabe) to implant an idea in his mind to liquidate his father's empire. Murphy did a much better job showing depth and character detail than DiCaprio, whose tale was actually more tragic, with his dreams haunted by the memory of his late wife Mal (hauntingly played by Cotillard, and I actually didn't realize it was her until the end credits rolled!).The capable supporting cast playing Cobb's ""dream team"" is led by up and coming star Ellen Page (as Ariadne, a specialist in architecture, who constructs the dream landscape for the film's big mission). Although she was underused mainly as a fascinated observer and Cobb's support, I found Page to be very engaging. After constructing the dream landscape, Ariadne's assignment was to protect Cobb from his demonic subconscious in the form of his late wife Mal. Joseph Gordon-Levitt is fine also as Arthur, Cobb's sidekick who monitors the dreamers to ensure that they eventually get ""kicked"" (treated rather flimsily in this movie!) out of them. Tom Hardy is also good as Eames, a forger whose expertise is needed in the dreams to shapeshift his appearance to the dreamer. Dileep Rao soundly functions as chemist Yusef, creator of the drug that will allow the team to go into 3 levels of dream states in order to execute the mission.Where INCEPTION actually drew me in was in the last half, with it's steamrolling action sequences as the dreamers went from level to level, which I did not expect at all! I thought this was going to be some kind of mind-bending, trippy exercise, which it really wasn't. The way the movie portrays dreaming is actually very pat and linear, and the miniscule complexity is what allows the viewer to follow and be more engaged in the action. That is, while not completely mindless (pardon the pun!), the dream state stuff is pretty easy to follow. Also, Nolan did a good job of defining how the different levels work in the film's opening sequence.My biggest complaint about the film is it's rather simplistic way of describing dreams, and this ties in with the DiCaprio character Cobb, who was the biggest detriment to the mission because of his subconscious drawing his wife Mal into the dreams at inopportune moments. Other than the dreamer himself, why weren't any of the other teams subconscious in the dreams coming into play? Basically, Cobb was the only team member whose subconscious posed a wild card threat, which is hard to believe. If you take Cobb out of the equation, the mission runs a lot smoother than it actually did. Cobb is the only reason for a true threat to exist and for there to be any suspense, and after a while, I found the Cobb-Mal stuff to be more of a distraction than an important plot point. Minus Cobb, the movie is really just a simple action flick with no true threats in the dreams other than the main dreamer's typical subconscious threats, which were basically a bunch of useless gun-toting brutes who couldn't hit the side of a barn! Again, it was all very entertaining, but definitely not groundbreaking.INCEPTION was nominated for Best Picture, in part I think due to the fact that there are 10 nominations now. Chances are it would not have been nominated if there were only still 5 since Nolan himself didn't garner a Best Director nomination. Enteraining experience, but definitely not Oscar-worthy.",https://www.imdb.com/review/rw2436543/?ref_=tturv_perm_64
Inception = deception by insipid reviewers,No Rating,"I waited patiently to see this in my updated home theater on Blu-ray with anticipation and excitement, mainly based on the high scores given it by IMDb and the knowledge that it had everything; cast, sound, scenery, story, etc. OK, it looked impressive, it was loud enough, but after 2 ½ hours my jaw was on floor in utter amazement at how stupid people can be praising this trash - lemmings. But maybe it's explainable: The ten star reviews here are from those either involved directly in the marketing of this film or 9 year old boys using their parents credentials to praise an adolescent epic or I suppose idiots who swallow tripe and enjoy making recommendations to others about how yummy their tripe tasted. The latter I almost doubt as the intellectually challenged might have difficulty in forming sentences and operating a computer machine so just who are these thousands of reviewers praising theatrical garbage? It absolutely has to be my first guess; Armies of trolls hired by the makers of Crapception.I can't even get myself to offer my reasons for disliking this film as there's nothing to review but I'll try: The repetitive overlapping of scenes seemed more to me like a demo video testing the CGI production equipment. The complete absence of explanation as to how someone can actually share a dream I feel was the biggest hole, and the hole just got deeper and deeper and more deep and then deeper still resulting in probably the most shallow of scripts ever produced for that much money.I typically like DiCaprio but the Cisco girl; Ellen Page was annoying, felt like I had a bad Juno dream during a TV commercial selling conferencing equipment and a horribly dressed adolescent was trapped in my dream spun mind. OK, that last sentence could have come straight from the writers pen of this horrible script.Not all is lost however, a valuable lesson was learned in how I will now use IMDb. I feel I can no longer rely on the score of films here and will, instead, sort reviews by lowest rank and make my viewing decisions from there. My biggest disappointment is the watering down of what once was a great resource for movie choices: IMDb. Since I'm a movie addict I've relied on IMDb since its inception, pun intended, but with Inception's 8.7 score I now see the source data is tainted and the source unreliable. IMDb might be able to fix this by taking measures to identify the reviewers and allow us to sort by them: Kids, adults, trolls, (multiple reviews from a single IP address for example) OK, maybe it's not that easy, the WEB is fraught with mistruths and deception for insipid products and offerings so why would my favorite web site be immune from this condition? I give this film 2 stars for pretty colors and loud noises.",https://www.imdb.com/review/rw2394855/?ref_=tturv_perm_94
"If this is brilliance, then we are so screwed!",4/10,"First off, it's clear that these IMDb ratings are no longer valid. This film was just 'ok' by anyone's standards, except maybe the plethora of teenagers that love anything that includes lots of gun fire and 'splosions. The plot was unnecessarily convoluted and chock full of lazy writing. I have really liked Chris Nolan's work, so this is not a personal attack on him; it's just nowhere near as slick as others have claimed. The biggest symptoms of lazy writing are: constant exposition in the guise of conversation, constant changing of rules set up earlier in the movie and supposedly brilliant people making illogical choices, when the plot demands it. Many have said that those of us who didn't like it were just clueless and didn't ""get it"". What's to get? The plot was not difficult to understand, just difficult to accept as anything that made any sense. A dream with a dream within a dream. Big effing deal! I bought this film on DVD and couldn't wait to see it as so many people had hailed it as the best thing since Citizen Kane. I was left feeling empty and ripped off, then again, there is an entire generation that claims ""Transformers"" and ""Independence Day"" are two of the best films ever made. I fail to understand how this over-blown, over-hyped film could garner such high ratings unless the people doing the rating have never seen a movie over 20 ears old. The concept was high-minded but the execution was pure popcorn-munching tripe. While I'll admit the cinematography was gorgeous and the acting was fairly well done, it was just so empty. As others have pointed out, when it's all just a dream, there's not a lot of tension when faceless people are shooting at you. Just plain silly, I say. (as an aside, South Park did a very funny dream-within-a-dream-within-a-dream years ago!)",https://www.imdb.com/review/rw2364162/?ref_=tturv_perm_115
Nolan's first true masterpiece,10/10,"Usually I try to be careful with over hyping a film, or setting the expectations too high, as film geeks all are guilty for, however for Christopher Nolan's Inception, this really is not possible.This is possibly one of the only perfect films I have ever seen. It is absolutely confident in every way, something which is extremely refreshing, even more so than Avatar. Christopher Nolan gets some slack for making great to look at but ultimately heartless affairs, which I for one do not agree with, however I do not think anyone can argue that here. The emotional aspect of this film not only ties it all together but is really the centre of this film, it is the focus.I do not want to over simplify the film, by simply calling it Kubrick doing Bond, or Gondry on a huge budget, because I am sure it will be called that but it is far more than that, it is something I do not think Kubrick could have ever made. It is pure Nolan, and pure greatness.I hate writing something which is pure fan-boy gushing, but its really difficult here. I did not find a thing I did not like about it, I am sure if maybe I saw it a second time, maybe I would find something about it I didn't like, but not the first time. The way it is cut, means that there is always action on screen, if not, then the visuals are interesting enough to keep your eyes glued.The final hour of the film, is possibly one of the most complicated action sequences put on film. You have to constantly be paying attention to remember all of the layers of what is happening. Without spoiling anything, all I have to say is that is what this film is about, that is what makes this film so great, layers. Once you have seen this you will now what I am talking about.All of the actors are fantastic too, Di Caprio is the stand out here. Yes, this is probably due to the fact he is the star and given all of the emotional weight, but he handles it perfectly, similarly to his performance in Shutter Island. Ellen Page, whom I usually hate, gives a great performance here. Tom Hardy gives a break out performance here, he is quite the bad ass.I hope audiences are ready for a film like this, a pure auteur driven film which does not sacrifice a single frame for the studio. I would hope this film will change Hollywood, as it is 100 percent the directors vision yet it is definitely a marketable film, much like District 9, yet I do not think it will.I cannot recommend this film anymore than I have, I just have to say everyone and anyone should see it. Sorry about all the gushing, it is just so hard not too.If you liked this review check out my new film blog: http://thedeletedscene.wordpress.com",https://www.imdb.com/review/rw2277985/?ref_=tturv_perm_19
After DI Caprio' magic with SCORCESE...It's time 2 see the pairing of 2 BRIILIANT people with a completely different piece of A MASTERPIECE....,10/10,"When i see any upcoming NOLAN films, i cannot hold my nerves together...Starting from the sheer brilliance of MEMENTO,THE PRESTIGE,THE DARK KNIGHT n all perhaps he is the most talented and thought innovative director in Hollywood..In other words, unless u see a NOLAN film till the climax , u cant't predict it's ending n that's what i like about him...He simply keeps puzzling the past and the present in perhaps the most thoughtful way... Coming 2 the film, its another gem of a work by Di Caprio after SHUTTER ISLAND...N wen u have casting like MICHAEL CAINE,ELLEN PAGE,Joseph GORDON- LEVITT etc its surely a must watch..I can assure u that u cant't even leave a single second while watching the film..It's a sci-fi,thriller directed by NOLAN..That says it all... Afterall ""YOUR MIND IS THE SCENE OF THE CRIME""... Frankly speaking a must watch movie without any doubt....",https://www.imdb.com/review/rw2278348/?ref_=tturv_perm_46
"This movie should be named "" Exceptional !!!! "" not "" Inception """,10/10,"I watched the first day first show of the movie, it was amazing !!!First of all the story was brilliant and unique. It is actually very difficult to implement such complex story because there are so many characters and so many explanations of how things are going on and so many levels in the movie.The concept of dreams and dreams inside dreams was unique. All the action sequences were very well done.I think such complex stories only great directors can tell because there were so many small pieces in the movie which needed to be connected.I expect this film to be nominated for Oscars because of being unique and very well made movieOnly the directors like Christopher Nolan would dare to implement such unique concepts .VERY GOOD !!!I would give this movie Rating : 10/10 , and it is a MUST SEE !!! ( Please watch it in theaters )",https://www.imdb.com/review/rw2279881/?ref_=tturv_perm_121
A Brilliant Piece,10/10,"There is no way ""Inception"" will be a bad movie because it was directed by Christopher Nolan. There are many words to describe this movie and those are: mind-bending, imaginative, exciting, overwhelming, entertaining, and awesome. ""Inception"" might be the only movie this summer that has an original concept.""Inception"" is very unique and it is fresh to everybody. The visuals were overwhelming. The action scenes are awesome. The CGI effects were realistic and eye candy. The story is interesting and mind-bending.The performances were great. Leonardo DiCaprio is still a great actor. Tom Hardy and Ken Watanabe are one of the best parts of the movie. Cillian Murphy is disappointing though. Joseph Gordon-Levitt's performance is flawless.""Inception"" is mind-bending and non-stop entertaining. Once again Christopher Nolan made another successful blockbuster. ""Inception"" might be the best movie of the year.",https://www.imdb.com/review/rw2284656/?ref_=tturv_perm_59
Incredible-Nolan keeps improving and Inception is by far the best improvement!,10/10,"I saw Memento very recently, something that turned out to be a great miss.I saw it again, just to make a couple of thins straight-and i'll definitely do the same with Inception.Christopher Nolan keeps improving himself, with even more complex and multilayer script like this.And i thought Memento was hard to reach by most of the viewers, but no.Inception will keep you mesmerized and captivated by the genius, that's hidden behind it.And not just directors and screenwriters (or with other words-Nolan), but with acting and sound-and effects and editing as well.When you have a cast like this-i mean Leonardo DiCaprio, Joseph Gordon-Lewitt, Michael Caine, or Marion Cotillard (a personal favourite), the movie just keeps going flawlessly.Most of the crew is the same the Nolan brothers worked with on TDK and earlier in Batman Begins.So the Oscar noms in those categories are a certainty for me.The only thing one could have against the movie, is the headache one could have.See, most of my friends go to the movies for brainless action, they enjoyed Iron Man 2 and The A-Team, but this movie-you have to see it at least twice, to understand it.The levels and the layers on which thing are happening are so many, that one surely'll miss something vital.This is a reason for not fitting to the mass audience, but i hope that won't happen, because Nolan is one of my favourite directors/writers, and he showed, that the brainless action flicks aren't all of it.There are still movies like Inception out there and still people like the Nolans to make those movies, so it's not all lost.And i hope this movie could show the audience that the story is still important for the experience one could receive, not the endless, constant explosions.Because this is really a one of a lifetime event.Saying that, i must say, that in a world full of remakes, reboots, sequels, prequels and God knows what, this is a unique chance to see something different and unmatched so far-a strong movie, that, surely will be Nolan's latest masterpiece! My Grade won't change-it's the same for all Nolan movies-sheer 10!",https://www.imdb.com/review/rw2276778/?ref_=tturv_perm_17
Intellectual masterpiece,9/10,"Inception is a beautiful piece of film that has impacted a large part of the film industry. With everything from the actors to the cinematography to the music, this movie without any elaboration perfected almost everything there is.Inceptions slow start is the only weak point of this movie. It begins intensely to then slows down for the next 20 - 30 minutes. While then finishing off as an impeccable film. Nevertheless, this is what brings the film down for me.The director Christopher Nolan managed to create a masterpiece with little to no mistakes. At no point during this intensely long movie did I feel bored. Instead, I was always excited and on my toes intrigued.The acting in this movie was phenomenal. A small number of great actors that all had their character arc while also doing incredible performances. It is truly beyond me how Dicaprio didn't win an Oscar for his performance.Meanwhile, also employing the greatest composer in history with Hans Zimmer, the music adds significantly. The music adds an extreme amount of excitement and keeps you constantly interested. Few composers can make you notice the music, but Zimmer succeeds per usual.To finish of the film was astonishingly shot. With beautiful eye-catching scenes. While also containing some incredible action scenes that might be some of the best action I've seen. With a thought-provoking storyline that finishes of with an unbelievable ending.I highly recommend Inception to everyone and I promise you won't be disappointed.",https://www.imdb.com/review/rw7576786/?ref_=tturv_perm_22
Didn't win Best Picture? WHAT?,10/10,"Inception is as original as you can get with a sci-fi movie. I feel like it's kind of pointless to compare this to Blade Runner, Aliens, Terminator 2, 2001: A Space Odyssey or any other sci-fi blockbusters, for they're completely different. What Nolan crafted is genius, in my mind he is still yet to make a bad movie, it is now time to get into spoiler territory.Inception is a story about dreams, how you can build anything you want, Nolan took 10 years to write the screenplay and it was definitely worth-while, this is one of the most mind-blowing, nail-biting, epic action packed science fiction movies of all time. All the performances in this film are amazing, the special effects are flawless, the acting is flawless, the story is flawless, the writing is flawless, this is one of a few pictures that just got everything right in all categories, most people saw there is no such thing as a flawless movie and I would 100% love to disagree with them there, all of the Christopher Nolan movies I have seen so far have no real flaws. Leonardo DiCaprio+Christopher Nolan= pure gold, these two should definitely collaborate more, Inception just proves that Chris is a cinematic God, from his screenplays, to his production, to his film direction, everything is perfect!You have to imagine it to believe it. Watching it once isn't enough, watching it twice isn't enough, you have got to watch this 10 times or even more to really get the true essence of why this movie is considered to be one of the greatest of all time. It is truly film-making at it's greatest! It is one of the most re-watch-able movies a director has ever put out! It's like Dark Knight, Memento and most of his other work where immediately after you watch it you feel like watching it again.At times it gets confusing because sometimes it feels like it's the real world when it is actually the dream world and Leonardo DiCaprio's performance, oh my god! In my opinion it is his greatest performance. And Inception SHOULD HAVE WON BEST PICTURE! Fun fact: This film got nominated for Best Screenplay and many other Oscar nominations, yet they don't nominate the man who put it all together who DIRECTED THE GOSH-DARN MASTERPIECE!I watch this film at least twice a week and to see that Watchmojo put Social Network higher than Inception on their Top 10 Movies of the Decade list p*sses me off! Yeah, it's David Fincher, I get that Watchmojo love David Fincher, but higher than Inception? NAH!If anybody else directed this it would be an average, unoriginal and completely unimaginative piece of work. When Nolan gets his hands on something it is always going to be original, classic and everything great about movies. I'd place this on my top 5 films of the century list, most films on that list would include Nolan films because he is the best director working today and you have to accept that.More will be added soon...",https://www.imdb.com/review/rw5467732/?ref_=tturv_perm_11
Matrix but in dreamworld? Nah.,9/10,"I'd like to keep my review rather to the point.Pros: 1. its theme - dream is a fascinating topic to say the least. There are a lot of unknowns in dreamworld.2. its plot - there are several sweet twists and unpredictable turns.3. its edgy drive - although you know what's coming next, still you feel jumpy about it when it does.4. its rapid storyline - the story moves fast from one scene to another, making the viewers feel like on a roller coaster ride. At times, it's hard to keep up, even after watching it several times.5. its sophistication - there is a lot of information to remember and digest. This is the very thing the modern moviegoers are after, I believe.6. its realism - okay, pun intended. The movie explains (or at least tries to) the ins and outs of what dream is about and how it functions, some of which are very familiar with and dear to us.Cons: 1. its poor character development - although the acting was convincing enough there was not enough of character development. I wonder how many people really felt connected to the main character(s) after watching the movie. Yes, the movie talks about emotional struggles but it was more of an action film than anything else, if you ask me.2. too many distractions - I found that the movie had more characters than necessary. They may play certain roles in the plot but they seemed more of distractions than anything else. I wish the movie was more focused.3. a bit preachy - I noticed that the characters would explain things about dreamworld and then the exact things happen later in the movie. I'm afraid, Inception overused this trick.In conclusion, its theme is fascinating but its delivery is not without room for improvement.I highly recommend you to go and read Somewhere carnal over 40 winks, if you dig this kind of flicks.Cheers!",https://www.imdb.com/review/rw2299419/?ref_=tturv_perm_2
Insipid – The pointless film.,1/10,"I have to say to make such an impressive trailer and such an uninteresting film, takes some doing.Here you have most of the elements that would make a very good film. You have great special effects, a sci-fi conundrum, beautiful visuals and good sound. Yet the most important part of the film is missing. There is no plot, character or soul to this film. It's like having a beautiful building on the outside with no paint or decoration on the inside.It's an empty shell of a film. There is no tension; you couldn't care less about any of the characters, why were they even motivated to do what they did. Helping a corporation get ""one over"" on another corporation is hardly saving the human race.When you operate in a dream environment, where you can't die or be injured really it means there is nothing to worry about, who cares what happens. All the explosions and actions sequences are just meaningless. By the way, why does Hollywood still keep filming action scene's an inch away from every characters nose? It's impossible to see what's going on, so many films are ruined by this. Watch and learn from the Matrix, take the camera backwards a couple of feet and we can actually work out what's going on.So 2 and half hours of looking at my watch waiting for the very predictable ending, is a million miles from being a good film. How anyone in their right mind can give this 10/10, it's boring and pointless. A film has stir the soul, has to grab you, you need to feel for the characters. Can anyone, honestly say, they cared about anyone on show here.By the way, here's an idea, why don't you bring the children (who haven't aged a minutes since you last saw them) to you, if you can't go to the US.I know the end scene was trying to be ambiguous, but the fact his father, who lives in Paris, is bizarrely there in the US to meet him (how did he know) and the children look identical to every dream sequence they appeared in, means there wasn't much doubt.In the end there is nothing at stake for anyone, so a pointless movie. I suspect Nolan will continue to get praise, but I can't really say I've got excited about any of his movies. They all leave me cold. They are not terrible, just there's nothing really there, no substance.",https://www.imdb.com/review/rw2286063/?ref_=tturv_perm_73
Brilliantly creative and well realized.,9/10,"Inception is a movie you just have to see before you judge it. Maybe you should even see it twice. There are a lot of complex ideas here, and the movie spends a good chunk of time explaining them in the opening act.
That main idea though, is something very unique and creative that is brought to life by outstanding filmmaking, everything you'd expect from a Christopher Nolan film. Writing and performances are also great across the board. The only problem with Inception is in ones own interpretation. Some may says it's pretentious and the ideas presented acctualy aren't fully understood by the creators and/or don't make sense. But I think that's a terrible angle to approach the film. It's Sci-Fi, you're not supposed to over-anylasie it in that way. It's meant to plant thought provoking ideas in your head, which I beleive it does very well, not be a perfectly logical and plausible idea. Yes, it does have a few questionable sequences and scenarios, esspecally at the end, but it doesn't drag the rest of the movie down at all to me. It's a must watch",https://www.imdb.com/review/rw5384268/?ref_=tturv_perm_70
"A head spinning, action packed, 2 1/2 hours of mind-bending Awesomeness!",10/10,"All I could manage to say as I left the theater was, ""That was awesome!"" This is one of the best movies I have ever seen. From the story to the acting to the action, there wasn't anything lacking from this film. There are so many layers, not only in the plot but in the depth of story telling that go on in this film. I don't know how he fit so much story into a couple of hours and still it can make perfect sense. This is a movie you can watch 10 times, and I probably will, and still catch something you didn't see before. It was so easy to get caught up and forget you were in a theater and not actually in the room with the characters. I can't remember the last time I was so immersed in a film. I actually had to remind myself occasionally that it was only a movie. I loved everything about this. The action sequences were just amazing, I don't think these things have ever been done in film before. It was like watching a perfectly done live action video game. The mind twisting story keeps you guessing till the end, and even after. There was even a tragic but heart warming love story in the middle. To fit all of this into a film is just incredible. My advice to anyone, is to find the biggest screen in a theater you can and go see this movie. I don't even think an IMax screen is big enough for this gnarly piece of cinema.",https://www.imdb.com/review/rw2279637/?ref_=tturv_perm_89
Incredible!,10/10,"My personal all time favorite movie.Everything about this movie is so perfect. The acting, the plotline, the idea behind the plot, the action, the emotion, the adrenaline, the soundtrack, the look. Such a beautifully well crafted movie that I keep understanding new things each time I rewatch it. I personally am more of an action kind of movie-watcher so keep that bias in mind.
The movie admittedly is difficult to understand the first time you watch it, but is still quite enjoyable. But I love how the movie gets more enjoyable as you rewatch it. There are so many movies that I'm like ""eh, watched it, solid, wouldn't really care to watch again"" but this movie isn't made up of the ""movie junk food"" that's in most movies.",https://www.imdb.com/review/rw4945099/?ref_=tturv_perm_107
"Over long, pretentious twaddle",5/10,"This is not a bad film per se, had it been about 30-40 minutes shorter I would not have been too offended. But I am genuinely perplexed as to how people can rave over it - #13 on all time list at time of writing!! There is virtually no character development, the plot is overly complicated and riddled with holes and contradictions. Frankly you don't need to suspend disbelief so much has have it surgically removed and flushed down the toilet. By the end I was wishing I was in a dream within a dream policed by a completely arbitrary set of nonsense rules - anything to get me out of that chair.Is this really the same man who gave us Memento??",https://www.imdb.com/review/rw2554656/?ref_=tturv_perm_62
